Date,Close/Last,Volume,Open,High,Low
11/17/2020,$480.63 ,3698082,$480.12 ,$487.51 ,$478.85 
11/16/2020,$479.10 ,3953563,$480 ,$485.58 ,$477.30 
11/13/2020,$482.84 ,3006510,$486.77 ,$488.94 ,$477.80 
11/12/2020,$486.77 ,5071155,$491 ,$496.52 ,$480.43 
11/11/2020,$490.76 ,5460532,$483 ,$491.68 ,$478.26 
11/10/2020,$480.24 ,8306142,$470.95 ,$484.60 ,$463.41 
11/9/2020,$470.50 ,10419680,$485.54 ,$495.85 ,$467.26 
11/6/2020,$514.73 ,4236349,$515 ,$515.21 ,$502.51 
11/5/2020,$513.76 ,5372781,$506.56 ,$518.73 ,$503.45 
11/4/2020,$496.95 ,5137330,$495.36 ,$507.73 ,$493.98 
11/3/2020,$487.22 ,3690213,$484.93 ,$495.31 ,$478.76 
11/2/2020,$484.12 ,4408193,$478.87 ,$486.30 ,$475 
10/30/2020,$475.74 ,7813897,$502.01 ,$505.88 ,$472.21 
10/29/2020,$504.21 ,11120690,$488.50 ,$513.90 ,$479.34 
10/28/2020,$486.24 ,5992731,$486.36 ,$494 ,$483.28 
10/27/2020,$488.93 ,3627175,$490.01 ,$490.49 ,$482.93 
10/26/2020,$488.24 ,6186087,$487.03 ,$496.82 ,$478.90 
10/23/2020,$488.28 ,4927862,$488.11 ,$490.06 ,$481.35 
10/22/2020,$485.23 ,6997922,$494.69 ,$495.14 ,$482 
10/21/2020,$489.05 ,17405710,$501.03 ,$506.85 ,$488.25 
10/20/2020,$525.42 ,10047180,$528.14 ,$533.78 ,$522.26 
10/19/2020,$530.72 ,7567506,$537.07 ,$541.80 ,$525.38 
10/16/2020,$530.79 ,6347363,$549.50 ,$554.33 ,$530.03 
10/15/2020,$541.94 ,5113126,$545.52 ,$551.22 ,$535.10 
10/14/2020,$541.45 ,9510081,$562.61 ,$572.49 ,$541 
10/13/2020,$554.09 ,5602498,$540.56 ,$557.65 ,$537.20 
10/12/2020,$539.81 ,5391074,$548.81 ,$551.81 ,$538.24 
10/9/2020,$539.44 ,4781259,$537.83 ,$544.28 ,$535 
10/8/2020,$531.79 ,5386488,$533.48 ,$535 ,$524.15 
10/7/2020,$534.66 ,7988683,$518 ,$536.49 ,$515.82 
10/6/2020,$505.87 ,4199034,$518.72 ,$521.82 ,$504.16 
10/5/2020,$520.65 ,4088069,$506.80 ,$520.99 ,$501.70 
10/2/2020,$503.06 ,6071165,$516.43 ,$526.37 ,$502.70 
10/1/2020,$527.51 ,8153710,$506.03 ,$529.55 ,$503.60 
9/30/2020,$500.03 ,4634111,$492.57 ,$504.63 ,$489.27 
9/29/2020,$493.48 ,3543193,$489.50 ,$496.29 ,$486.53 
9/28/2020,$490.65 ,4773497,$489.11 ,$492 ,$477.88 
9/25/2020,$482.88 ,3769436,$474.39 ,$484.87 ,$468.03 
9/24/2020,$473.08 ,3727201,$470.53 ,$477 ,$467.82 
9/23/2020,$470.61 ,3726423,$491.04 ,$491.04 ,$469 
9/22/2020,$491.17 ,3482324,$489.01 ,$491.82 ,$479.26 
9/21/2020,$487.35 ,5457539,$467.69 ,$487.78 ,$466.32 
9/18/2020,$469.96 ,6717711,$472.51 ,$479.40 ,$458.60 
9/17/2020,$470.20 ,5379301,$475.16 ,$478.40 ,$463.27 
9/16/2020,$483.86 ,4401412,$499.99 ,$504.66 ,$483.31 
9/15/2020,$495.99 ,5336992,$484 ,$497.47 ,$481.63 
9/14/2020,$476.26 ,7359126,$480.62 ,$488.99 ,$471.30 
9/11/2020,$482.03 ,5035200,$486.49 ,$493.73 ,$476.81 
9/10/2020,$480.67 ,6240181,$503.35 ,$506.29 ,$478.84 
9/9/2020,$500.19 ,6848127,$519.21 ,$520 ,$492.57 
9/8/2020,$507.02 ,5572684,$498.40 ,$522 ,$495 
9/4/2020,$516.05 ,8270118,$520.18 ,$527.36 ,$485.98 
9/3/2020,$525.75 ,9071089,$545 ,$554 ,$521.32 
9/2/2020,$552.84 ,5886930,$553.78 ,$556.50 ,$537.37 
9/1/2020,$556.55 ,9581907,$532.60 ,$557.39 ,$532.45 
8/31/2020,$529.56 ,4941409,$521.16 ,$531.99 ,$517.58 
8/28/2020,$523.89 ,4417517,$532 ,$539 ,$522 
8/27/2020,$526.27 ,9062912,$537.78 ,$541 ,$521.25 
8/26/2020,$547.53 ,20373680,$492.50 ,$549.04 ,$492.08 
8/25/2020,$490.58 ,5727721,$488.19 ,$492.47 ,$485.09 
8/24/2020,$488.81 ,4762183,$495.44 ,$501 ,$483.16 
8/21/2020,$492.31 ,3921293,$496.46 ,$498.13 ,$490 
8/20/2020,$497.90 ,5132480,$484.69 ,$498.94 ,$483.89 
8/19/2020,$484.53 ,3156218,$493.93 ,$494.50 ,$483.50 
8/18/2020,$491.87 ,3505518,$484.35 ,$495.30 ,$482.80 
8/17/2020,$482.35 ,2423545,$484.19 ,$486.24 ,$479.10 
8/14/2020,$482.68 ,2943487,$482.82 ,$488.33 ,$480.21 
8/13/2020,$481.33 ,3008933,$478.40 ,$484.45 ,$476.45 
8/12/2020,$475.47 ,5441243,$471.34 ,$482.49 ,$470.18 
8/11/2020,$466.93 ,7329226,$479.75 ,$480.92 ,$466.55 
8/10/2020,$483.38 ,4691185,$493.35 ,$497.46 ,$478.63 
8/7/2020,$494.73 ,5910348,$505.45 ,$508.29 ,$486.68 
8/6/2020,$509.08 ,3725861,$504.11 ,$510.82 ,$498.70 
8/5/2020,$502.11 ,4313526,$508.68 ,$510.10 ,$501.20 
8/4/2020,$509.64 ,5607968,$498.65 ,$510.44 ,$498.65 
8/3/2020,$498.62 ,5876190,$490.86 ,$503.09 ,$490.23 
7/31/2020,$488.88 ,5924310,$488.29 ,$494.80 ,$484.50 
7/30/2020,$485.80 ,6608569,$480.71 ,$488.35 ,$477.51 
7/29/2020,$484.48 ,6611769,$492.25 ,$494.92 ,$484.13 
7/28/2020,$488.51 ,5986727,$496.02 ,$497.79 ,$487.76 
7/27/2020,$495.65 ,7863069,$484.51 ,$496.92 ,$482.31 
7/24/2020,$480.45 ,7746247,$468.77 ,$487.17 ,$467.54 
7/23/2020,$477.58 ,7722034,$491.13 ,$491.90 ,$472.02 
7/22/2020,$489.82 ,6954078,$492.19 ,$497.20 ,$487.20 
7/21/2020,$490.10 ,9127218,$506 ,$506.22 ,$488.61 
7/20/2020,$502.41 ,11940310,$489.14 ,$504.50 ,$484.20 
7/17/2020,$492.99 ,24991350,$494.87 ,$503.59 ,$484.14 
7/16/2020,$527.39 ,24498990,$526.48 ,$535.54 ,$504.36 
7/15/2020,$523.26 ,10066650,$516.30 ,$529 ,$510.18 
7/14/2020,$524.88 ,15083300,$517.08 ,$525.50 ,$490.49 
7/13/2020,$525.50 ,18399020,$567.98 ,$575.37 ,$520.96 
7/10/2020,$548.73 ,21605590,$519.73 ,$555.88 ,$511.28 
7/9/2020,$507.76 ,5840541,$508.40 ,$510 ,$495.78 
7/8/2020,$502.78 ,5691682,$498.58 ,$505.10 ,$493.81 
7/7/2020,$493.16 ,5669870,$497.31 ,$504.82 ,$490.83 
7/6/2020,$493.81 ,7838990,$480.77 ,$499.50 ,$479.80 
7/2/2020,$476.89 ,6351485,$485.64 ,$492.28 ,$475.53 
7/1/2020,$485.64 ,9705870,$454 ,$488.23 ,$454 
6/30/2020,$455.04 ,4198545,$450.02 ,$457.59 ,$447 
6/29/2020,$447.24 ,4843978,$445.23 ,$447.67 ,$432.14 
6/26/2020,$443.40 ,6804726,$466.39 ,$468.03 ,$442.24 
6/25/2020,$465.91 ,4134513,$458.86 ,$467.01 ,$454 
6/24/2020,$457.85 ,4826191,$468.54 ,$472.36 ,$454 
6/23/2020,$466.26 ,5948436,$466.50 ,$474.01 ,$464.50 
6/22/2020,$468.04 ,6272105,$455.01 ,$468.59 ,$454.21 
6/19/2020,$453.72 ,5933651,$449.12 ,$453.97 ,$445.60 
6/18/2020,$449.87 ,4277627,$448.73 ,$452.76 ,$442.80 
6/17/2020,$447.77 ,6529568,$441.82 ,$450.46 ,$439.22 
6/16/2020,$436.13 ,5514016,$425.76 ,$437.96 ,$425.18 
6/15/2020,$425.50 ,4471499,$421.40 ,$426.49 ,$415.42 
6/12/2020,$418.07 ,6461127,$429 ,$434.06 ,$412.45 
6/11/2020,$425.56 ,7462868,$428.20 ,$445.57 ,$424.16 
6/10/2020,$434.48 ,4896893,$436 ,$439.69 ,$430.55 
6/9/2020,$434.05 ,6796999,$421.65 ,$434.73 ,$420.31 
6/8/2020,$419.49 ,5851453,$416 ,$420.80 ,$406.50 
6/5/2020,$419.60 ,5099561,$407.29 ,$420.24 ,$404.25 
6/4/2020,$414.33 ,5410529,$422.39 ,$428.71 ,$410.03 
6/3/2020,$421.97 ,4316044,$426.95 ,$427.10 ,$418.05 
6/2/2020,$427.31 ,3494801,$425.87 ,$427.59 ,$419.46 
6/1/2020,$425.92 ,3748573,$418.83 ,$426.72 ,$415.98 
5/29/2020,$419.73 ,5270484,$417.46 ,$420.30 ,$411.85 
5/28/2020,$413.44 ,5660160,$417.24 ,$422.37 ,$411.50 
5/27/2020,$419.89 ,10446340,$410.38 ,$420.02 ,$397.86 
5/26/2020,$414.77 ,7881115,$427.77 ,$428.50 ,$413.14 
5/22/2020,$429.32 ,5422334,$437 ,$439.09 ,$427.18 
5/21/2020,$436.25 ,9117325,$448.56 ,$448.96 ,$430.25 
5/20/2020,$447.67 ,5607257,$454.25 ,$455.81 ,$444 
5/19/2020,$451.04 ,4810487,$453.40 ,$458.97 ,$450.47 
5/18/2020,$452.58 ,7780309,$451.16 ,$456.36 ,$443.35 
5/15/2020,$454.19 ,7243998,$440.70 ,$455 ,$437.51 
5/14/2020,$441.95 ,9007467,$444.90 ,$452.38 ,$432.82 
5/13/2020,$438.27 ,7014563,$435.69 ,$447 ,$427.27 
5/12/2020,$431.82 ,4598211,$442 ,$444.17 ,$431.36 
5/11/2020,$440.52 ,5486037,$436.33 ,$444.89 ,$435.56 
5/8/2020,$435.55 ,5054308,$434.14 ,$442 ,$433.64 
5/7/2020,$436.53 ,5650281,$436.89 ,$438.88 ,$430.66 
5/6/2020,$434.26 ,6660737,$429.30 ,$439.77 ,$426.39 
5/5/2020,$424.68 ,6286293,$427.56 ,$431 ,$421.56 
5/4/2020,$428.15 ,7799058,$417.78 ,$428.54 ,$414.87 
5/1/2020,$415.27 ,8299858,$415.10 ,$427.97 ,$411.73 
4/30/2020,$419.85 ,7953975,$410.31 ,$424.44 ,$408 
4/29/2020,$411.89 ,9693137,$399.53 ,$415.86 ,$393.60 
4/28/2020,$403.83 ,10101230,$419.99 ,$421 ,$402.91 
4/27/2020,$421.38 ,6277480,$425 ,$429 ,$420.84 
4/24/2020,$424.99 ,8670362,$425 ,$427.17 ,$415.88 
4/23/2020,$426.70 ,13952330,$419.26 ,$438.41 ,$419.26 
4/22/2020,$421.42 ,21123770,$429.73 ,$433 ,$413 
4/21/2020,$433.83 ,23177550,$444.77 ,$447 ,$425.60 
4/20/2020,$437.49 ,12655820,$435.17 ,$444.49 ,$430.56 
4/17/2020,$422.96 ,12616260,$431 ,$432 ,$414.70 
4/16/2020,$439.17 ,16128670,$437 ,$449.52 ,$431.61 
4/15/2020,$426.75 ,13561220,$413 ,$434.98 ,$412.25 
4/14/2020,$413.55 ,11580980,$397.50 ,$417.82 ,$394.85 
4/13/2020,$396.72 ,11692920,$371.31 ,$400.51 ,$367.70 
4/9/2020,$370.72 ,7711296,$371.06 ,$372.10 ,$363.03 
4/8/2020,$371.12 ,6908879,$374.01 ,$378.39 ,$368.31 
4/7/2020,$372.28 ,7046438,$380 ,$381.33 ,$369.34 
4/6/2020,$379.96 ,8183921,$365.22 ,$380.29 ,$361.71 
4/3/2020,$361.76 ,4860768,$367.47 ,$370.90 ,$357.51 
4/2/2020,$370.08 ,4592477,$364.08 ,$370.99 ,$360.06 
4/1/2020,$364.08 ,6672454,$376.05 ,$380.23 ,$361.02 
3/31/2020,$375.50 ,9366464,$367.93 ,$383.01 ,$366.44 
